This is a comma-delimited file constructed by integrating
records from multiple sources. The variables are:
Protraction, Region, Gas, Oil, Date
   East  Breaks,WEstern
   East  Breaks,WEstern
East Breaks,Western24737118,"2,444,525",2003-12-01
East Breaks,WESTERN26806879,"2,425,257",2004-01-01
East Breaks,Western25357080,"2,296,832",2004-02-01
East Breaks,WESTERN28064737,"2,504,406",2004-03-01
   East  Breaks,western,,,2004-04-01
East Breaks,Western25011585,"2,262,196",2004-05-01
East Breaks,Western23835593,"2,163,O41",2004-06-01
East Breaks,Western25915470,"2,215,O9O",2004-07-01
   East  Breaks,western,,,2004-08-01
   East  Breaks,western21107872,"1,999,665",2004-09-01
East Breaks,Western21677434,"2,193,259",2004-10-01
   East  Breaks,western,,,2004-11-01
East Breaks,WESTERN20103915,"2,253,230",2004-12-01
   East  Breaks,WESTERN20080463,"2,181,834"
East Breaks,WESTERN17108805,"1,904,319",2005-02-01
   East  Breaks,western20342895,"2,076,655",2005-03-01
East Breaks,Western21038347,"1,878,647",2005-04-01
East Breaks,WESTERN23345588,"1,968,474",2005-05-01
East Breaks,WESTERN22845620,"2,043,181",2005-06-01
   East  Breaks,western,,,2005-07-01
   East  Breaks,western,,,2005-08-01
East Breaks,WESTERN15853166,"1,560,855",2005-09-01
East Breaks,Western16903150,"1,933,639",2005-10-01
East Breaks,Western17898053,"1,931,908",2005-11-01
   East  Breaks,western,,,2005-12-01
East Breaks,Western17780994,"1,836,366",2006-01-01
East Breaks,Western14943502,"1,556,794",2006-02-01
East Breaks,WESTERN15873534,"1,593,550",2006-03-01
Galveston Area,Western7034716,"163,781",1996-01-01
   Galveston  Area,WEstern
Galveston Area,Western7026489,"149,056",1996-03-01
   Galveston  Area,WEstern
Galveston Area,Western7229219,"158,O32",1996-05-01
Galveston Area,WESTERN6767135,"160,696",1996-06-01
Galveston Area,Western7219458,"142,533",1996-07-01
   Galveston  Area,western7476545,"185,730",1996-08-01
   Galveston  Area,western6855313,"170,862",1996-09-01
   Galveston  Area,western7926168,"160,065",1996-10-01
Galveston Area,Western7336346,"185,O93",1996-11-01
   Galveston  Area,western7295777,"139,344",1996-12-01
   Galveston  Area,western6977110,"159,395",1997-01-01
   Galveston  Area,western,,,1997-02-01
Galveston Area,Western7508319,"158,051",1997-03-01
Galveston Area,WESTERN7475099,"146,641",1997-04-01
Galveston Area,Western7757420,"170,358",1997-05-01
Galveston Area,Western7402552,"279,556",1997-06-01
   Galveston  Area,WESTERN7593782,"304,664"
Galveston Area,Western7160280,"29O,2O2",1997-08-01
Galveston Area,Western7097767,"326,735",1997-09-01
Galveston Area,Western7238429,"368,961",1997-10-01
   Galveston  Area,western7192383,"356,523",1997-11-01
Galveston Area,Western7307284,"377,658",1997-12-01
   Galveston  Area,WEstern7077461,"299,570"
Galveston Area,WESTERN5989529,"345,926",1998-02-01
   Galveston  Area,WEstern
Galveston Area,WESTERN6055151,"353,830",1998-04-01
   Galveston  Area,WEstern6085154,"367,264"
   Galveston  Area,western6057584,"351,164",1998-06-01
Galveston Area,Western6052023,"338,468",1998-07-01
Galveston Area,Western6099870,"335,975",1998-08-01
Galveston Area,WESTERN5856675,"308,645",1998-09-01
Galveston Area,Western5873610,"304,668",1998-10-01
Galveston Area,WESTERN5552327,"298,897",1998-11-01
Galveston Area,WESTERN5802674,"328,375",1998-12-01
Galveston Area,Western5864075,"323,838",1999-01-01
   Galveston  Area,Western5347974,"267,850",1999-02-01
   Galveston  Area,western,,,1999-03-01
Galveston Area,Western5404222,"293,453",1999-04-01
Galveston Area,Western5307865,"28O,355",1999-05-01
Galveston Area,WESTERN5031844,"254,762",1999-06-01
Galveston Area,WESTERN5078852,"247,850",1999-07-01
Galveston Area,Western6123375,"263,O64",1999-08-01
Galveston Area,Western5725104,"254,693",1999-09-01
Galveston Area,WESTERN5781388,"263,625",1999-10-01
Galveston Area,Western5610761,"254,8O7",1999-11-01
   Galveston  Area,western,,,1999-12-01
Galveston Area,Western5873752,"235,897",2000-01-01
   Galveston  Area,western5301253,"222,625",2000-02-01
Galveston Area,Western6152270,"231,164",2000-03-01
Galveston Area,Western6249906,"208,755",2000-04-01
Galveston Area,WESTERN6313513,"204,154",2000-05-01
Galveston Area,WESTERN6023722,"192,670",2000-06-01
   Galveston  Area,WEstern6002596,"178,982"
Galveston Area,Western5274035,"16O,122",2000-08-01
   Galveston  Area,western4946692,"154,670",2000-09-01
   Galveston  Area,western4879036,"166,234",2000-10-01
   Galveston  Area,western4480011,"152,324",2000-11-01
   Galveston  Area,WESTERN4924428,"154,740"
Galveston Area,Western4508605,"134,523",2001-01-01
   Galveston  Area,WESTERN4257257,"120,957"
Galveston Area,Western4612819,"15O,543",2001-03-01
   Galveston  Area,western4403964,"168,958",2001-04-01
   Galveston  Area,WEstern
   Galveston  Area,western,,,2001-06-01
Galveston Area,Western5576634,"195,918",2001-07-01
   Galveston  Area,Western5324564,"190,842",2001-08-01
Galveston Area,Western4643005,"173,764",2001-09-01
Galveston Area,Western3784881,"154,7O4",2001-10-01
   Galveston  Area,western2670077,"92,296",2001-11-01
Galveston Area,Western4202861,"174,353",2001-12-01
   Galveston  Area,western4023546,"165,471",2002-01-01
Galveston Area,Western3622679,"148,O12",2002-02-01
   Galveston  Area,Western4090623,"160,599",2002-03-01
Galveston Area,Western4113170,"156,302",2002-04-01
Galveston Area,WESTERN3897971,"145,731",2002-05-01
   Galveston  Area,WESTERN3910931,"136,486"
   Galveston  Area,western3901081,"141,415",2002-07-01
Galveston Area,WESTERN3860198,"142,068",2002-08-01
   Galveston  Area,WEstern
   Galveston  Area,WEstern3320324,"145,068"
Galveston Area,WESTERN3440594,"156,517",2002-11-01
Galveston Area,WESTERN3342177,"155,603",2002-12-01
   Galveston  Area,WEstern3268995,"139,310"
Galveston Area,Western3250089,"144,956",2003-02-01
Galveston Area,Western3862631,"162,516",2003-03-01
   Galveston  Area,western,,,2003-04-01
Galveston Area,WESTERN3724634,"152,861",2003-05-01
   Galveston  Area,western3657515,"153,300",2003-06-01
   Galveston  Area,WEstern
Galveston Area,Western3575397,"152,847",2003-08-01
Galveston Area,WESTERN3567643,"147,311",2003-09-01
Galveston Area,WESTERN3597280,"151,436",2003-10-01
   Galveston  Area,western3382753,"141,575",2003-11-01
   Galveston  Area,Western3610812,"162,383",2003-12-01
   Galveston  Area,Western3520165,"204,170",2004-01-01
   Galveston  Area,western3927465,"192,430",2004-02-01
   Galveston  Area,WEstern
Galveston Area,Western4588847,"2O2,9O7",2004-04-01
   Galveston  Area,WEstern
   Galveston  Area,western,,,2004-06-01
   Galveston  Area,western,,,2004-07-01
Galveston Area,Western3925767,"188,931",2004-08-01
Galveston Area,Western4281845,"188,895",2004-09-01
   Galveston  Area,western4178842,"198,528",2004-10-01
   Galveston  Area,WEstern
   Galveston  Area,WEstern3670531,"175,823"
Galveston Area,Western3464863,"174,O11",2005-01-01
   Galveston  Area,western2932292,"151,289",2005-02-01
   Galveston  Area,WEstern3224345,"164,585"
   Galveston  Area,western3004525,"150,435",2005-04-01
Galveston Area,Western3194192,"156,142",2005-05-01
Galveston Area,WESTERN3313519,"145,105",2005-06-01
   Galveston  Area,western3328494,"146,037",2005-07-01
   Galveston  Area,western,,,2005-08-01
Galveston Area,Western2357791,"94,313",2005-09-01
   Galveston  Area,WEstern1397796,"85,098"
   Galveston  Area,WESTERN2811212,"130,460"
Galveston Area,WESTERN3620806,"155,879",2005-12-01
   Galveston  Area,WEstern
   Galveston  Area,WEstern2868804,"122,682"
Galveston Area,Western2460001,"122,218",2006-03-01
   Garden  Banks,western15766921,"2,456,216",1996-01-01
   Garden  Banks,WEstern
Garden Banks,WESTERN16208061,"2,442,181",1996-03-01
Garden Banks,Western13528535,"1,667,055",1996-04-01
   Garden  Banks,WEstern
   Garden  Banks,western14768010,"2,621,572",1996-06-01
   Garden  Banks,western15185937,"2,705,318",1996-07-01
   Garden  Banks,western14044920,"2,504,091",1996-08-01
Garden Banks,Western14265132,"2,699,843",1996-09-01
Garden Banks,Western13827551,"2,577,979",1996-10-01
Garden Banks,Western14184466,"2,583,895",1996-11-01
Garden Banks,Western14753587,"2,686,615",1996-12-01
Garden Banks,WESTERN14846407,"2,851,527",1997-01-01
   Garden  Banks,western12976291,"2,507,945",1997-02-01
   Garden  Banks,WEstern12884873,"2,277,424"
   Garden  Banks,western12027830,"2,310,760",1997-04-01
Garden Banks,WESTERN13410161,"3,231,782",1997-05-01
   Garden  Banks,western14467694,"3,244,013",1997-06-01
   Garden  Banks,WEstern
Garden Banks,Western16304512,"3,643,895",1997-08-01
Garden Banks,Western16486197,"3,370,421",1997-09-01
   Garden  Banks,western15700507,"3,412,214",1997-10-01
   Garden  Banks,western,,,1997-11-01
   Garden  Banks,western16959474,"3,381,526",1997-12-01
Garden Banks,WESTERN16412468,"3,357,721",1998-01-01
   Garden  Banks,WEstern
Garden Banks,WESTERN17288180,"3,624,120",1998-03-01
Garden Banks,Western16432045,"3,387,8O7",1998-04-01
   Garden  Banks,WEstern
   Garden  Banks,western15136567,"3,010,582",1998-06-01
Garden Banks,Western14235083,"2,668,850",1998-07-01
Garden Banks,WESTERN16168025,"2,997,190",1998-08-01
   Garden  Banks,Western12753322,"2,212,745",1998-09-01
Garden Banks,Western14329925,"2,O43,739",1998-10-01
Garden Banks,Western14896879,"2,123,773",1998-11-01
   Garden  Banks,WEstern
   Garden  Banks,WEstern20172858,"3,048,793"
   Garden  Banks,western,,,1999-02-01
   Garden  Banks,WEstern
   Garden  Banks,western21927960,"3,274,920",1999-04-01
Garden Banks,Western23450486,"3,756,436",1999-05-01
Garden Banks,WESTERN22823633,"3,901,287",1999-06-01
Garden Banks,Western24201275,"4,13O,1O6",1999-07-01
   Garden  Banks,western25402129,"3,936,645",1999-08-01
Garden Banks,WESTERN24992210,"4,084,951",1999-09-01
   Garden  Banks,western24382222,"4,065,370",1999-10-01
   Garden  Banks,WEstern25722531,"4,333,798"
   Garden  Banks,WEstern
Garden Banks,WESTERN23429006,"3,852,304",2000-01-01
Garden Banks,Western22184983,"3,728,626",2000-02-01
   Garden  Banks,western,,,2000-03-01
   Garden  Banks,WEstern
Garden Banks,Western23943469,"3,899,994",2000-05-01
   Garden  Banks,western24452249,"4,062,195",2000-06-01
   Garden  Banks,WEstern
Garden Banks,WESTERN26461559,"4,561,153",2000-08-01
Garden Banks,Western24316744,"4,242,010",2000-09-01
   Garden  Banks,WEstern
Garden Banks,Western23550693,"4,O34,7O8",2000-11-01
   Garden  Banks,WEstern26406560,"4,394,964"
Garden Banks,WESTERN27417449,"4,510,448",2001-01-01
Garden Banks,WESTERN25313801,"3,980,203",2001-02-01
Garden Banks,Western29771794,"4,671,432",2001-03-01
Garden Banks,WESTERN28420281,"4,498,881",2001-04-01
   Garden  Banks,western30356964,"4,747,930",2001-05-01
Garden Banks,WESTERN23858369,"3,681,750",2001-06-01
Garden Banks,WESTERN28996476,"4,564,302",2001-07-01
Garden Banks,Western27726920,"4,470,086",2001-08-01
   Garden  Banks,WEstern
Garden Banks,Western26925317,"4,756,529",2001-10-01
   Garden  Banks,western21206538,"3,660,385",2001-11-01
Garden Banks,WESTERN25380447,"4,518,243",2001-12-01
Garden Banks,WESTERN25424921,"4,669,220",2002-01-01
Garden Banks,Western22355918,"3,988,622",2002-02-01
   Garden  Banks,western,,,2002-03-01
   Garden  Banks,western18625581,"3,381,274",2002-04-01
Garden Banks,Western20784085,"3,779,314",2002-05-01
   Garden  Banks,western18113078,"2,876,732",2002-06-01
   Garden  Banks,western,,,2002-07-01
Garden Banks,Western22132774,"4,122,253",2002-08-01
   Garden  Banks,Western14723577,"2,585,085",2002-09-01
Garden Banks,Western17088869,"3,155,227",2002-10-01
   Garden  Banks,WEstern
Garden Banks,WESTERN18630404,"3,394,448",2002-12-01
Garden Banks,Western17628394,"3,361,158",2003-01-01
Garden Banks,WESTERN15168962,"2,930,997",2003-02-01
   Garden  Banks,western16227154,"3,107,042",2003-03-01
Garden Banks,Western14867476,"2,7O2,378",2003-04-01
   Garden  Banks,WEstern
Garden Banks,Western12921850,"2,455,7O4",2003-06-01
Garden Banks,WESTERN11790909,"2,321,844",2003-07-01
   Garden  Banks,Western14112000,"2,726,834",2003-08-01
Garden Banks,Western14087859,"2,565,269",2003-09-01
   Garden  Banks,WEstern14343389,"2,566,410"
   Garden  Banks,western14013852,"2,469,695",2003-11-01
   Garden  Banks,Western16952611,"3,120,912",2003-12-01
Garden Banks,WESTERN19008992,"3,235,311",2004-01-01
   Garden  Banks,western18395638,"3,061,587",2004-02-01
Garden Banks,Western19597713,"3,175,641",2004-03-01
Garden Banks,Western18031105,"3,020,742",2004-04-01
   Garden  Banks,western,,,2004-05-01
   Garden  Banks,WEstern
   Garden  Banks,western16023879,"3,078,759",2004-07-01
   Garden  Banks,western,,,2004-08-01
Garden Banks,WESTERN18021982,"2,907,629",2004-09-01
Garden Banks,Western20673789,"3,645,679",2004-10-01
   Garden  Banks,WEstern
Garden Banks,WESTERN21067347,"3,920,714",2004-12-01
   Garden  Banks,WESTERN20901402,"4,188,440"
   Garden  Banks,western,,,2005-02-01
Garden Banks,WESTERN21396174,"4,642,280",2005-03-01
   Garden  Banks,WEstern
   Garden  Banks,western21468048,"4,785,296",2005-05-01
   Garden  Banks,WEstern
Garden Banks,WESTERN21296716,"4,670,873",2005-07-01
   Garden  Banks,western19850995,"4,215,966",2005-08-01
Garden Banks,Western13667592,"3,O42,131",2005-09-01
Garden Banks,WESTERN8479689,"2,194,587",2005-10-01
   Garden  Banks,western11757362,"2,645,239",2005-11-01
Garden Banks,WESTERN17147910,"4,607,875",2005-12-01
Garden Banks,WESTERN13229419,"3,821,235",2006-01-01
Garden Banks,Western11647337,"3,381,2O6",2006-02-01
Garden Banks,Western9327175,"3,O3O,328",2006-03-01
High Island Area,Western36824398,"1,459,263",1996-01-01
   High  Island  Area,western35214663,"1,348,370",1996-02-01
High Island Area,Western35813434,"1,346,O24",1996-03-01
   High  Island  Area,WESTERN35421424,"1,278,263"
High Island Area,Western38706926,"1,358,O24",1996-05-01
High Island Area,Western38512076,"1,321,85O",1996-06-01
   High  Island  Area,Western42207112,"1,292,034",1996-07-01
   High  Island  Area,Western44401355,"1,354,551",1996-08-01
High Island Area,WESTERN42001107,"1,299,434",1996-09-01
High Island Area,Western44075687,"1,328,894",1996-10-01
   High  Island  Area,WEstern
   High  Island  Area,western,,,1996-12-01
High Island Area,Western44209127,"1,359,992",1997-01-01
   High  Island  Area,western,,,1997-02-01
High Island Area,WESTERN43074080,"1,217,876",1997-03-01
High Island Area,WESTERN40944954,"1,100,384",1997-04-01
   High  Island  Area,WEstern
   High  Island  Area,western39911854,"1,054,425",1997-06-01
High Island Area,WESTERN39644131,"1,055,813",1997-07-01
   High  Island  Area,western41172788,"1,181,547",1997-08-01
High Island Area,Western35228992,"1,134,724",1997-09-01
High Island Area,Western38244710,"1,198,818",1997-10-01
High Island Area,Western34353837,"1,105,869",1997-11-01
High Island Area,Western38473356,"1,161,962",1997-12-01
   High  Island  Area,western37723204,"879,225",1998-01-01
   High  Island  Area,western,,,1998-02-01
High Island Area,WESTERN37579498,"1,141,672",1998-03-01
   High  Island  Area,western36380343,"1,096,555",1998-04-01
   High  Island  Area,western39295392,"1,130,912",1998-05-01
   High  Island  Area,western37245617,"1,096,903",1998-06-01
   High  Island  Area,western,,,1998-07-01
High Island Area,Western37581322,"1,192,236",1998-08-01
   High  Island  Area,western29777770,"881,904",1998-09-01
   High  Island  Area,WESTERN37455682,"1,189,381"
High Island Area,Western34834914,"1,1O8,195",1998-11-01
High Island Area,WESTERN33848178,"1,086,088",1998-12-01
High Island Area,Western35350418,"1,154,716",1999-01-01
   High  Island  Area,western30955463,"1,049,392",1999-02-01
   High  Island  Area,western33141855,"1,126,804",1999-03-01
High Island Area,Western31290814,"1,O34,146",1999-04-01
High Island Area,WESTERN32552964,"1,044,321",1999-05-01
   High  Island  Area,WESTERN30637602,"1,029,081"
   High  Island  Area,Western31402094,"1,039,480",1999-07-01
   High  Island  Area,WEstern
High Island Area,WESTERN26963844,"843,129",1999-09-01
High Island Area,WESTERN29298752,"813,314",1999-10-01
   High  Island  Area,WESTERN29853841,"815,818"
   High  Island  Area,WEstern31583569,"803,516"
   High  Island  Area,western,,,2000-01-01
   High  Island  Area,western,,,2000-02-01
   High  Island  Area,western30340735,"851,439",2000-03-01
High Island Area,Western29652555,"924,565",2000-04-01
   High  Island  Area,WESTERN28537955,"865,014"
   High  Island  Area,WEstern28341383,"840,114"
   High  Island  Area,WEstern27405481,"810,940"
   High  Island  Area,WEstern26627255,"774,947"
   High  Island  Area,WEstern
High Island Area,Western31517527,"844,971",2000-10-01
High Island Area,Western29906664,"79O,O15",2000-11-01
   High  Island  Area,western,,,2000-12-01
High Island Area,WESTERN30593464,"825,506",2001-01-01
   High  Island  Area,western,,,2001-02-01
High Island Area,WESTERN33949131,"787,776",2001-03-01
   High  Island  Area,WEstern
High Island Area,WESTERN34009509,"867,782",2001-05-01
High Island Area,Western32982028,"844,829",2001-06-01
   High  Island  Area,WESTERN34973923,"825,822"
   High  Island  Area,western35716734,"817,310",2001-08-01
   High  Island  Area,WEstern
High Island Area,Western32256409,"765,643",2001-10-01
High Island Area,WESTERN29078556,"768,255",2001-11-01
High Island Area,WESTERN30041359,"748,923",2001-12-01
   High  Island  Area,western28652810,"707,149",2002-01-01
High Island Area,WESTERN23498147,"628,418",2002-02-01
High Island Area,Western26050265,"683,117",2002-03-01
High Island Area,WESTERN23558159,"619,977",2002-04-01
   High  Island  Area,WESTERN23552123,"664,411"
   High  Island  Area,western23609141,"627,173",2002-06-01
   High  Island  Area,western24367816,"643,908",2002-07-01
   High  Island  Area,WEstern
   High  Island  Area,WEstern
High Island Area,WESTERN22264636,"701,140",2002-10-01
High Island Area,WESTERN24931205,"841,614",2002-11-01
   High  Island  Area,western26035135,"883,124",2002-12-01
   High  Island  Area,WEstern
   High  Island  Area,western,,,2003-02-01
High Island Area,Western27746723,"924,504",2003-03-01
High Island Area,WESTERN26219065,"824,530",2003-04-01
High Island Area,Western27130173,"844,346",2003-05-01
High Island Area,Western25020990,"8O5,496",2003-06-01
High Island Area,WESTERN23559621,"710,922",2003-07-01
   High  Island  Area,Western25951296,"780,922",2003-08-01
High Island Area,Western25197317,"756,O24",2003-09-01
High Island Area,Western26602986,"767,361",2003-10-01
High Island Area,Western25817978,"739,370",2003-11-01
   High  Island  Area,western25910234,"743,662",2003-12-01
   High  Island  Area,western25293446,"725,768",2004-01-01
   High  Island  Area,western24250090,"704,879",2004-02-01
High Island Area,WESTERN26982795,"755,571",2004-03-01
High Island Area,Western25300112,"737,966",2004-04-01
High Island Area,Western26839894,"735,272",2004-05-01
   High  Island  Area,western26535649,"752,092",2004-06-01
High Island Area,Western27882463,"803,563",2004-07-01
   High  Island  Area,western26552693,"770,286",2004-08-01
   High  Island  Area,WEstern25502014,"725,710"
   High  Island  Area,western25923906,"751,528",2004-10-01
   High  Island  Area,western,,,2004-11-01
High Island Area,WESTERN25030919,"701,137",2004-12-01
   High  Island  Area,WEstern23942505,"684,624"
High Island Area,Western22710636,"6O2,265",2005-02-01
High Island Area,Western24354994,"726,140",2005-03-01
High Island Area,Western22063368,"689,26O",2005-04-01
   High  Island  Area,western21617313,"825,392",2005-05-01
High Island Area,Western22518500,"829,253",2005-06-01
   High  Island  Area,western,,,2005-07-01
   High  Island  Area,WEstern21156432,"834,355"
   High  Island  Area,WEstern14898558,"591,477"
High Island Area,Western5621780,"469,94O",2005-10-01
High Island Area,Western18316925,"783,147",2005-11-01
   High  Island  Area,Western20023687,"862,624",2005-12-01
   High  Island  Area,WEstern
High Island Area,Western16023996,"673,O22",2006-02-01
   High  Island  Area,WEstern
   Matagorda  Island  Area,western,,,1996-01-01
   Matagorda  Island  Area,western,,,1996-02-01
   Matagorda  Island  Area,Western22675274,"107,313",1996-03-01
Matagorda Island Area,WESTERN22266805,"106,188",1996-04-01
Matagorda Island Area,Western22477235,"101,709",1996-05-01
Matagorda Island Area,Western19812294,"83,435",1996-06-01
Matagorda Island Area,Western20443088,"90,347",1996-07-01
   Matagorda  Island  Area,western,,,1996-08-01
Matagorda Island Area,Western18961960,"84,952",1996-09-01
Matagorda Island Area,Western18766150,"87,7O3",1996-10-01
   Matagorda  Island  Area,western18807156,"91,182",1996-11-01
Matagorda Island Area,Western19380062,"88,861",1996-12-01
   Matagorda  Island  Area,WEstern
Matagorda Island Area,Western17404384,"82,O82",1997-02-01
Matagorda Island Area,Western19478982,"88,817",1997-03-01
Matagorda Island Area,Western17128051,"75,136",1997-04-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
Matagorda Island Area,WESTERN19650549,"88,794",1997-07-01
   Matagorda  Island  Area,western,,,1997-08-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern21264888,"111,432"
Matagorda Island Area,Western20121328,"1O8,O71",1997-11-01
   Matagorda  Island  Area,western,,,1997-12-01
Matagorda Island Area,Western20280215,"112,238",1998-01-01
   Matagorda  Island  Area,western18721911,"104,882",1998-02-01
   Matagorda  Island  Area,western19960135,"113,319",1998-03-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern18268060,"97,477"
   Matagorda  Island  Area,WESTERN14948839,"76,103"
   Matagorda  Island  Area,WEstern15833447,"81,033"
Matagorda Island Area,WESTERN15873711,"88,563",1998-08-01
   Matagorda  Island  Area,western,,,1998-09-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
Matagorda Island Area,WESTERN19631624,"120,743",1998-12-01
Matagorda Island Area,Western19376173,"121,O56",1999-01-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,western,,,1999-03-01
Matagorda Island Area,Western18426787,"111,858",1999-04-01
   Matagorda  Island  Area,western18703528,"107,871",1999-05-01
   Matagorda  Island  Area,western18168541,"100,665",1999-06-01
   Matagorda  Island  Area,WESTERN17667816,"91,625"
   Matagorda  Island  Area,WESTERN16708117,"88,779"
Matagorda Island Area,Western14606568,"94,785",1999-09-01
   Matagorda  Island  Area,western14135385,"51,564",1999-10-01
Matagorda Island Area,Western15514559,"71,7O3",1999-11-01
   Matagorda  Island  Area,western,,,1999-12-01
Matagorda Island Area,Western15870995,"76,63O",2000-01-01
Matagorda Island Area,Western15338581,"75,829",2000-02-01
Matagorda Island Area,WESTERN15710770,"78,978",2000-03-01
   Matagorda  Island  Area,WEstern
Matagorda Island Area,Western15257471,"72,645",2000-05-01
   Matagorda  Island  Area,Western14235711,"69,056",2000-06-01
Matagorda Island Area,WESTERN13697626,"61,035",2000-07-01
Matagorda Island Area,Western14521294,"85,257",2000-08-01
Matagorda Island Area,Western13255492,"67,531",2000-09-01
Matagorda Island Area,Western14526429,"76,838",2000-10-01
   Matagorda  Island  Area,WESTERN14539653,"91,420"
Matagorda Island Area,WESTERN14872009,"88,551",2000-12-01
Matagorda Island Area,Western15115285,"99,733",2001-01-01
   Matagorda  Island  Area,western,,,2001-02-01
   Matagorda  Island  Area,WEstern
Matagorda Island Area,WESTERN13646300,"70,676",2001-04-01
   Matagorda  Island  Area,western12321837,"56,563",2001-05-01
Matagorda Island Area,Western11578130,"58,386",2001-06-01
   Matagorda  Island  Area,western,,,2001-07-01
   Matagorda  Island  Area,WESTERN12006221,"57,738"
Matagorda Island Area,Western11643662,"63,402",2001-09-01
Matagorda Island Area,Western10367823,"43,3O6",2001-10-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,western,,,2001-12-01
   Matagorda  Island  Area,western,,,2002-01-01
   Matagorda  Island  Area,WESTERN7569829,"39,962"
   Matagorda  Island  Area,WEstern9322897,"57,056"
Matagorda Island Area,Western9248230,"41,371",2002-04-01
   Matagorda  Island  Area,western9115205,"48,944",2002-05-01
   Matagorda  Island  Area,western,,,2002-06-01
   Matagorda  Island  Area,western8704915,"30,224",2002-07-01
Matagorda Island Area,Western9119973,"52,394",2002-08-01
   Matagorda  Island  Area,Western8441156,"40,963",2002-09-01
   Matagorda  Island  Area,WESTERN8711704,"46,227"
   Matagorda  Island  Area,WEstern
Matagorda Island Area,WESTERN9381364,"58,938",2002-12-01
Matagorda Island Area,WESTERN9568374,"47,656",2003-01-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,western10013674,"46,830",2003-03-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,western9869750,"42,498",2003-05-01
   Matagorda  Island  Area,WEstern8729386,"34,864"
   Matagorda  Island  Area,Western8604269,"37,812",2003-07-01
   Matagorda  Island  Area,western8748882,"40,053",2003-08-01
Matagorda Island Area,WESTERN8147146,"30,862",2003-09-01
Matagorda Island Area,WESTERN7953770,"24,585",2003-10-01
   Matagorda  Island  Area,western,,,2003-11-01
Matagorda Island Area,WESTERN8148642,"30,061",2003-12-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,Western6120999,"25,273",2004-02-01
   Matagorda  Island  Area,WEstern6376868,"23,980"
   Matagorda  Island  Area,WESTERN5607405,"27,715"
   Matagorda  Island  Area,WEstern
Matagorda Island Area,Western5895533,"22,O12",2004-06-01
   Matagorda  Island  Area,western5961812,"29,505",2004-07-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
Matagorda Island Area,Western6527977,"24,O23",2004-10-01
   Matagorda  Island  Area,western5931735,"34,353",2004-11-01
   Matagorda  Island  Area,WESTERN6395937,"21,509"
   Matagorda  Island  Area,western6123223,"22,226",2005-01-01
Matagorda Island Area,Western4960396,"35,758",2005-02-01
Matagorda Island Area,WESTERN5596396,"21,948",2005-03-01
Matagorda Island Area,Western5392078,"19,172",2005-04-01
Matagorda Island Area,Western5068216,"36,37O",2005-05-01
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
   Matagorda  Island  Area,WEstern
Matagorda Island Area,WESTERN5092843,"14,767",2005-10-01
Matagorda Island Area,Western4715364,"33,399",2005-11-01
Matagorda Island Area,WESTERN4676916,"15,728",2005-12-01
   Matagorda  Island  Area,WEstern
Matagorda Island Area,Western3698974,"15,436",2006-02-01
Matagorda Island Area,WESTERN3877852,"15,309",2006-03-01
Mustang Island Area,WESTERN11745637,"31,316",1996-01-01
Mustang Island Area,WESTERN10666896,"27,587",1996-02-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,WEstern10490105,"26,946"
Mustang Island Area,WESTERN10074125,"22,079",1996-05-01
Mustang Island Area,Western9149728,"21,219",1996-06-01
   Mustang  Island  Area,western,,,1996-07-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,western8975023,"28,211",1996-09-01
Mustang Island Area,WESTERN8800661,"27,007",1996-10-01
Mustang Island Area,Western8240423,"2O,174",1996-11-01
   Mustang  Island  Area,western8404166,"25,586",1996-12-01
Mustang Island Area,Western7211121,"21,196",1997-01-01
Mustang Island Area,WESTERN7238427,"19,923",1997-02-01
   Mustang  Island  Area,WEstern
Mustang Island Area,Western8984691,"23,2O8",1997-04-01
Mustang Island Area,Western9204445,"27,154",1997-05-01
Mustang Island Area,WESTERN9007455,"27,172",1997-06-01
   Mustang  Island  Area,WEstern
   Mustang  Island  Area,western8744181,"20,056",1997-08-01
Mustang Island Area,WESTERN8994638,"20,909",1997-09-01
   Mustang  Island  Area,western8886948,"22,385",1997-10-01
   Mustang  Island  Area,western8487166,"18,669",1997-11-01
Mustang Island Area,WESTERN8884975,"23,114",1997-12-01
Mustang Island Area,WESTERN8585567,"27,456",1998-01-01
   Mustang  Island  Area,WESTERN7515216,"18,192"
Mustang Island Area,Western8124421,"28,O77",1998-03-01
Mustang Island Area,Western7595044,"19,671",1998-04-01
