Serial	Metro	County FIPS	Mortgage Payment	Household Income	Home Value
934146	4	47	$620	$72,700	$75,000
934203	0	0	$220	$16,200	$137,500
934333	4	0	$800	$21,900	$162,500
934403	1	0	$640	$34,600	$65,000
934555	0	0	$450	$49,900	$187,500
934584	4	47	$400	$32,000	$75,000
934627	1	0	$590	$29,000	$225,000
934788	0	0	$300	$17,500	$12,500
934844	1	0	$590	$28,700	$85,000
934977	4	0	$850	$57,000	$187,500
935033	4	0	$710	$83,500	$75,000
935266	4	0	$1,800	$92,100	$350,000
935377	4	0	$1,400	$55,000	$225,000
935491	0	0	$990	$74,650	$187,500
935678	0	0	$980	$13,000	$137,500
935884	0	0	$700	$62,500	$137,500
935911	1	0	$570	$63,604	$75,000
936011	0	0	$620	$55,200	$112,500
936201	1	0	$470	$31,900	$85,000
936324	4	39	$370	$33,700	$137,500
936551	4	0	$1,000	$72,000	$225,000
936574	4	39	$760	$19,400	$95,000
936584	3	0	$1,100	$26,400	$162,500
936689	4	0	$450	$92,000	$85,000
936727	1	0	$600	$20,904	$75,000
936729	4	0	$500	$21,600	$95,000
936766	4	0	$710	$17,140	$112,500
936785	4	0	$400	$20,000	$37,500
937072	1	0	$290	$16,980	$112,500
937079	4	47	$800	$124,000	$225,000
937087	4	47	$180	$27,300	$17,500
937134	0	0	$900	$125,000	$187,500
937218	4	0	$1,000	$29,500	$137,500
937419	4	0	$700	$36,030	$225,000
937497	1	0	$560	$30,000	$85,000
937531	1	17	$900	$94,940	$162,500
937568	4	39	$330	$38,000	$17,500
937683	4	47	$930	$41,300	$95,000
937740	1	0	$200	$21,800	$32,500
937741	1	0	$610	$72,500	$112,500
937751	4	39	$550	$85,300	$162,500
937854	0	0	$540	$79,800	$275,000
938300	4	0	$680	$90,000	$350,000
938325	1	19	$3,000	$40,600	$625,000
938556	4	29	$100	$16,900	$22,500
938565	2	0	$500	$62,190	$275,000
938683	4	0	$590	$23,480	$225,000
938807	4	47	$340	$20,400	$137,500
938815	2	0	$150	$6,000	$5,000
938911	4	47	$1,200	$62,590	$225,000
938958	4	39	$2,100	$69,000	$350,000
939040	1	0	$480	$17,500	$112,500
939314	4	0	$540	$78,600	$55,000
939450	1	19	$560	$88,000	$85,000
939461	0	0	$660	$45,000	$85,000
939503	2	0	$1,000	$113,000	$225,000
939618	1	0	$1,000	$36,700	$137,500
939619	4	39	$450	$16,200	$55,000
939627	4	47	$310	$30,600	$22,500
939635	0	0	$260	$29,000	$17,500
939654	4	0	$1,300	$122,120	$225,000
939724	4	0	$350	$137,000	$350,000
940260	3	0	$350	$7,730	$187,500
940333	4	0	$860	$25,200	$112,500
940444	1	17	$650	$32,000	$137,500
940511	4	39	$200	$20,000	$5,000
940544	1	17	$1,300	$37,500	$350,000
940605	4	47	$750	$50,000	$137,500
940751	4	47	$1,200	$86,200	$162,500
940763	3	0	$330	$19,500	$27,500
940771	4	0	$2,900	$20,400	$350,000
940825	4	47	$1,400	$55,000	$187,500
940842	4	0	$2,000	$130,300	$350,000
940947	1	0	$570	$63,000	$162,500
940983	1	0	$730	$27,000	$112,500
941671	3	91	$710	$26,000	$85,000
941727	3	49	$3,000	$126,500	$350,000
941992	1	0	$300	$5,450	$22,500
942191	1	0	$350	$47,260	$45,000
942226	3	0	$290	$135,000	$45,000
942629	3	0	$550	$107,000	$225,000
942815	3	43	$1,000	$104,000	$187,500
944052	3	11	$2,000	$0	$275,000
944647	3	51	$260	$60,000	$95,000
944870	3	3	$320	$37,400	$17,500
945245	2	49	$260	$34,000	$5,000
946089	3	0	$450	$88,000	$112,500
946835	4	13	$430	$59,500	$55,000
947689	3	0	$400	$81,000	$65,000
947798	1	0	$400	$30,000	$65,000
948298	3	3	$1,500	$155,000	$225,000
948473	3	49	$550	$45,000	$65,000
948515	4	71	$460	$62,000	$95,000
948731	3	49	$1,400	$99,000	$187,500
949405	2	101	$610	$34,400	$55,000
949828	0	0	$300	$21,600	$12,500
949853	1	0	$360	$47,000	$85,000
950362	3	17	$400	$94,000	$350,000
950608	1	0	$540	$38,800	$65,000
950844	1	0	$700	$41,400	$65,000
951397	0	0	$490	$33,000	$75,000
951563	4	27	$210	$31,800	$17,500
951567	4	27	$1,300	$81,140	$225,000
951807	0	0	$1,200	$84,800	$137,500
951819	2	101	$720	$63,500	$625,000
952170	3	91	$380	$56,930	$95,000
952175	4	0	$660	$33,200	$45,000
952222	2	101	$1,100	$70,000	$225,000
952394	4	0	$290	$51,000	$27,500
952419	3	133	$470	$78,000	$85,000
953622	3	3	$400	$28,100	$45,000
953701	3	29	$450	$37,000	$350,000
954084	1	0	$100	$6,700	$5,000
954292	2	101	$430	$10,800	$22,500
954405	4	43	$610	$129,900	$75,000
955059	1	89	$140	$61,900	$350,000
955111	3	3	$600	$35,500	$137,500
955177	4	133	$1,000	$110,000	$162,500
955277	1	0	$260	$58,000	$12,500
955292	2	101	$280	$45,800	$112,500
955650	1	107	$440	$45,400	$85,000
955749	3	0	$700	$70,000	$137,500
956341	1	0	$500	$50,000	$112,500
956537	1	0	$800	$14,100	$137,500
956587	4	11	$160	$15,200	$17,500
956873	3	17	$700	$28,100	$55,000
956968	3	3	$400	$38,900	$45,000
957133	3	29	$800	$30,000	$112,500
957191	3	19	$240	$52,400	$55,000
957246	2	49	$280	$26,500	$17,500
957520	3	0	$820	$46,000	$137,500
958499	3	91	$510	$71,000	$187,500
958649	3	71	$680	$40,000	$95,000
959225	2	101	$400	$13,200	$75,000
959346	1	107	$230	$44,800	$37,500
959950	1	0	$640	$35,800	$137,500
960036	2	3	$500	$19,300	$65,000
960180	2	101	$330	$700	$55,000
960252	1	0	$250	$44,100	$37,500
960328	1	0	$500	$43,800	$95,000
960584	4	71	$1,500	$11,200	$162,500
960649	3	91	$400	$134,000	$350,000
960825	1	0	$240	$17,810	$37,500
961220	4	71	$630	$72,600	$55,000
961576	3	71	$510	$128,100	$875,000
961612	3	71	$150	$25,000	$5,000
962316	3	11	$500	$4,800	$22,500
962921	3	51	$470	$32,280	$45,000
962925	3	43	$940	$77,000	$112,500
962984	2	101	$590	$72,900	$112,500
963110	3	0	$500	$28,000	$137,500
963474	3	133	$1,200	$97,400	$137,500
963837	0	0	$450	$24,600	$5,000
963882	4	13	$500	$50,000	$65,000
964047	1	0	$400	$6,900	$85,000
964112	4	11	$430	$123,400	$37,500
964232	1	107	$300	$6,000	$17,500
964352	4	0	$200	$43,500	$12,500
964537	4	0	$600	$56,000	$95,000
964848	4	11	$1,500	$95,370	$275,000
964971	2	101	$410	$46,800	$45,000
965314	1	0	$430	$34,700	$45,000
965770	3	29	$560	$60,000	$112,500
966190	3	49	$70	$7,160	$162,500
966433	1	0	$1,300	$36,600	$112,500
966547	2	101	$700	$31,000	$95,000
966823	3	91	$600	$28,200	$225,000
967263	3	0	$350	$61,000	$75,000
967883	2	101	$200	$13,220	$32,500
968313	1	0	$700	$50,000	$187,500
969276	4	0	$250	$55,900	$37,500
969397	3	19	$450	$25,000	$5,000
970635	3	129	$270	$46,000	$112,500
970966	3	0	$740	$109,700	$625,000
971054	2	3	$1,100	$85,000	$137,500
971177	4	11	$500	$186,000	$75,000
971623	1	0	$330	$43,300	$65,000
972146	3	0	$800	$25,000	$162,500
972279	1	0	$340	$4,240	$17,500
972450	1	0	$200	$89,000	$225,000
972535	4	0	$4	$28,000	$75,000
973232	1	0	$320	$49,000	$27,500
973709	1	0	$130	$970	$5,000
973813	1	0	$610	$30,070	$85,000
973912	1	0	$200	$44,600	$27,500
974264	0	0	$1,300	$26,300	$137,500
974275	0	0	$300	$45,000	$65,000
974551	1	0	$300	$31,000	$37,500
974902	2	101	$580	$37,000	$75,000
975182	2	101	$340	$20,900	$27,500
976108	1	0	$270	$12,000	$27,500
976420	2	101	$1,100	$36,000	$187,500
976862	2	3	$460	$135,200	$55,000
976885	1	107	$1,200	$42,900	$187,500
976957	1	0	$210	$60,000	$27,500
977311	1	0	$510	$33,460	$55,000
977496	4	85	$290	$44,530	$85,000
977704	1	0	$260	$9,600	$95,000
977743	2	101	$690	$40,300	$187,500
977763	3	29	$1,400	$130,000	$275,000
978631	3	51	$400	$15,800	$37,500
978942	3	129	$800	$100,000	$137,500
979077	1	0	$800	$28,200	$65,000
979135	4	85	$410	$34,230	$75,000
979214	3	45	$340	$101,000	$162,500
979501	4	0	$350	$7,000	$45,000
979868	3	11	$350	$17,200	$65,000
980146	2	101	$750	$45,000	$85,000
980680	3	19	$450	$2,300	$55,000
980813	3	45	$470	$20,276	$55,000
981179	3	133	$300	$21,100	$17,500
981271	1	0	$400	$11,000	$17,500
981436	3	51	$480	$50,800	$37,500
981547	3	17	$1,800	$200,000	$350,000
981643	3	0	$450	$44,700	$75,000
981693	2	101	$700	$54,000	$95,000
981699	3	0	$360	$10,200	$27,500
981722	3	49	$380	$10,720	$22,500
981769	2	101	$480	$61,600	$45,000
982030	1	0	$350	$19,100	$27,500
982196	2	101	$300	$14,000	$45,000
982385	3	91	$300	$3,804	$350,000
982432	4	0	$510	$25,200	$112,500
982876	3	11	$190	$36,000	$5,000
983068	3	133	$120	$31,800	$12,500
984128	4	27	$300	$18,000	$12,500
984334	4	71	$680	$46,700	$75,000
984789	2	101	$350	$27,000	$45,000
984888	3	49	$350	$63,300	$45,000
984982	3	0	$620	$63,150	$187,500
984994	0	0	$500	$47,000	$32,500
985097	4	81	$1,100	$93,000	$137,500
985196	3	3	$700	$42,720	$85,000
985631	4	13	$700	$90,800	$162,500
985754	1	89	$1,200	$104,000	$162,500
985763	1	0	$530	$40,400	$22,500
985901	3	0	$710	$31,800	$112,500
986107	3	0	$610	$20,000	$45,000
986192	1	0	$200	$42,300	$55,000
988079	3	43	$620	$33,200	$65,000
988385	3	29	$1,600	$158,700	$450,000
988708	3	0	$350	$25,500	$95,000
988719	3	49	$340	$36,000	$112,500
988760	3	17	$2,000	$81,500	$625,000
988800	4	85	$200	$70,800	$45,000
989900	3	45	$1,200	$71,800	$162,500
990244	4	85	$730	$81,000	$137,500
990339	3	45	$660	$75,000	$450,000
990487	3	29	$340	$24,800	$37,500
990538	1	0	$600	$57,900	$75,000
990708	1	0	$500	$3,900	$65,000
991180	3	19	$250	$45,500	$22,500
991206	1	0	$650	$35,000	$95,000
991449	3	91	$1,000	$150,000	$275,000
991472	3	29	$1,200	$9,140	$225,000
991538	3	29	$270	$60,400	$22,500
991551	3	0	$300	$21,000	$112,500
991631	2	49	$500	$75,700	$85,000
991657	3	133	$230	$75,600	$45,000
991705	1	0	$200	$60,600	$5,000
991815	2	3	$600	$33,340	$65,000
992093	3	49	$580	$24,400	$75,000
992097	3	3	$440	$20,000	$65,000
992116	4	81	$300	$24,000	$85,000
992457	2	101	$600	$12,500	$32,500
993048	3	0	$350	$50,970	$65,000
993108	1	0	$290	$56,600	$45,000
993625	2	49	$420	$48,100	$65,000
993764	3	3	$530	$9,300	$112,500
994062	3	45	$130	$134,400	$162,500
994144	3	3	$500	$62,500	$137,500
994535	4	0	$390	$29,500	$32,500
994584	1	0	$650	$111,000	$625,000
995942	2	7	$970	$42,600	$225,000
996517	4	3	$1,300	$110,000	$225,000
996854	4	7	$1,900	$319,300	$350,000
996870	0	9	$2,000	$82,400	$350,000
997278	2	7	$1,400	$53,000	$275,000
997415	3	7	$1,500	$24,400	$187,500
998341	0	0	$1,500	$88,900	$225,000
999775	4	7	$450	$17,300	$55,000
999786	3	45	$430	$5,400	$22,500
999807	4	51	$430	$37,200	$65,000
999818	4	45	$170	$20,000	$37,500
999929	4	3	$240	$12,600	$95,000
999978	0	0	$360	$43,200	$65,000
1000045	4	7	$230	$20,100	$12,500
1000132	3	0	$1,100	$93,000	$137,500
1000207	4	7	$440	$18,000	$5,000
1000256	1	0	$320	$35,500	$55,000
1000330	3	83	$300	$9,600	$5,000
1000416	1	0	$200	$5,620	$45,000
1000801	4	51	$90	$18,000	$27,500
1000806	4	45	$460	$64,700	$65,000
1000839	0	0	$340	$42,000	$55,000
1001282	1	0	$690	$63,200	$112,500
1001471	1	0	$220	$20,230	$12,500
1001524	1	0	$260	$12,000	$32,500
1001764	4	45	$370	$43,200	$65,000
1001798	3	0	$610	$91,700	$75,000
1001808	4	7	$500	$49,600	$45,000
1001868	1	0	$500	$27,800	$32,500
1001974	0	0	$510	$26,000	$112,500
1001984	4	85	$440	$45,000	$45,000
1002055	4	19	$550	$40,000	$75,000
1002140	4	91	$440	$18,000	$75,000
1002190	3	15	$150	$64,350	$95,000
1002535	4	51	$590	$30,500	$75,000
1002738	1	0	$400	$11,800	$17,500
1002799	4	91	$660	$28,800	$137,500
1002842	4	83	$390	$118,000	$95,000
1002897	1	0	$340	$24,300	$45,000
1002905	1	0	$400	$23,100	$65,000
1002928	4	45	$300	$29,440	$65,000
1002948	0	0	$240	$85,000	$55,000
1002990	0	0	$230	$82,960	$45,000
1003060	1	0	$310	$36,320	$75,000
1003105	1	0	$620	$14,600	$85,000
1003237	1	0	$580	$31,200	$65,000
1003346	3	83	$800	$84,000	$137,500
1003452	3	45	$600	$68,000	$32,500
1003631	4	7	$350	$1,600	$27,500
1003889	4	7	$570	$30,300	$65,000
1003898	4	83	$550	$50,000	$45,000
1003906	4	45	$150	$8,380	$5,000
1003936	3	15	$450	$29,000	$55,000
1004008	3	0	$450	$63,500	$32,500
1004096	0	0	$500	$15,800	$65,000
1004104	0	0	$300	$0	$27,500
1004168	4	7	$760	$67,200	$112,500
1004236	3	45	$350	$21,300	$55,000
1004632	4	51	$570	$30,000	$45,000
1004636	4	7	$380	$100,000	$85,000
1004726	1	0	$330	$52,500	$55,000
1004775	1	0	$230	$91,000	$75,000
1004804	0	0	$760	$44,300	$112,500
1005065	3	0	$340	$54,200	$65,000
1005116	1	0	$510	$46,500	$27,500
1005131	3	0	$800	$90,800	$137,500
1005453	3	15	$530	$45,100	$55,000
1005532	1	0	$600	$148,704	$85,000
1006033	2	0	$220	$42,000	$112,500
1006281	1	0	$100	$6,900	$112,500
1006364	0	0	$300	$50,000	$45,000
1006378	3	15	$350	$35,000	$32,500
1006514	0	0	$250	$1,300	$17,500
1006766	3	45	$900	$50,300	$137,500
1006858	1	0	$450	$34,800	$75,000
1007063	4	51	$750	$58,000	$112,500
1007088	4	91	$700	$28,000	$162,500
1007128	4	19	$590	$70,620	$137,500
1007133	4	3	$980	$34,000	$137,500
1007259	4	45	$480	$22,800	$37,500
1007418	4	3	$1,100	$65,000	$162,500
1007427	3	15	$620	$46,000	$137,500
1007449	4	91	$420	$21,710	$12,500
1007486	1	0	$300	$6,700	$95,000
1007659	0	0	$840	$42,000	$162,500
1008069	3	0	$220	$40,000	$17,500
1008172	0	0	$170	$9,600	$65,000
1008761	4	19	$320	$88,400	$32,500
1008900	3	83	$630	$59,000	$75,000
1008929	4	91	$330	$9,000	$75,000
1008975	0	0	$1,500	$72,000	$225,000
1009121	3	45	$350	$23,900	$55,000
1009169	1	0	$450	$25,000	$75,000
1009284	3	0	$380	$40,000	$32,500
1009601	4	51	$1,000	$34,300	$95,000
1009782	1	0	$700	$18,000	$85,000
1009867	1	0	$280	$28,000	$5,000
1009894	1	0	$410	$49,000	$65,000
1009896	4	3	$420	$72,800	$85,000
1009968	1	0	$380	$35,000	$37,500
1009969	3	45	$470	$4,500	$75,000
1010398	3	0	$220	$20,000	$45,000
1010533	1	0	$450	$99,000	$55,000
1010537	4	3	$510	$43,800	$162,500
1010689	4	45	$500	$54,800	$112,500
1010734	1	0	$350	$20,800	$55,000
1011011	4	91	$1,000	$1,680	$137,500
1011067	4	19	$500	$49,440	$225,000
1011149	4	7	$500	$89,100	$85,000
1011198	0	0	$1,100	$138,500	$225,000
1011316	3	45	$380	$44,700	$27,500
1011355	1	0	$300	$71,100	$5,000
1011590	0	0	$300	$17,000	$5,000
1011622	1	0	$280	$13,700	$32,500
1011624	4	7	$720	$50,000	$112,500
1011672	0	0	$320	$36,600	$27,500
1011881	1	0	$610	$59,540	$137,500
1012234	4	19	$740	$55,000	$22,500
1012295	3	83	$800	$31,800	$112,500
1012357	1	0	$600	$54,800	$95,000
1012448	1	0	$380	$26,900	$112,500
1012531	4	85	$560	$19,000	$85,000
1012657	3	45	$1,200	$21,600	$137,500
1012676	4	3	$640	$83,000	$85,000
1012751	0	0	$300	$46,600	$75,000
1012888	0	0	$580	$51,400	$137,500
1012922	4	7	$350	$39,900	$55,000
1012931	4	7	$930	$30,800	$112,500
1013042	1	0	$130	$26,400	$12,500
1013134	1	0	$1,200	$64,600	$225,000
1013290	0	0	$340	$33,000	$65,000
1013520	1	0	$600	$36,200	$75,000
1013531	4	51	$300	$45,820	$27,500
1013750	1	0	$200	$7,100	$5,000
1014119	0	0	$470	$47,000	$55,000
1014219	4	45	$650	$41,000	$55,000
1014263	1	0	$560	$40,000	$85,000
1014303	1	0	$400	$24,000	$65,000
1014651	3	0	$440	$19,000	$275,000
1014664	3	0	$570	$39,000	$85,000
1014835	1	0	$130	$6,000	$17,500
1014840	4	85	$310	$22,100	$75,000
1014877	4	19	$940	$63,890	$187,500
1014910	4	91	$60	$11,000	$17,500
1015029	4	19	$1,200	$35,900	$275,000
1015221	3	45	$560	$79,100	$112,500
1015250	4	91	$810	$25,400	$187,500
1015285	4	7	$500	$56,000	$55,000
1015373	1	0	$250	$31,400	$22,500
1015391	3	15	$620	$86,000	$112,500
1015541	4	83	$1,000	$62,200	$162,500
1015549	3	0	$790	$42,320	$85,000
1015777	1	0	$120	$10,400	$12,500
1015914	4	45	$780	$28,000	$112,500
1016599	4	91	$620	$39,500	$137,500
1016649	4	3	$300	$68,500	$65,000
1016783	1	0	$900	$120,000	$137,500
1016972	4	85	$340	$45,100	$27,500
1017026	3	15	$600	$56,200	$137,500
1017233	3	83	$900	$98,000	$137,500
1017314	0	0	$300	$780	$45,000
1017428	1	0	$280	$20,000	$45,000
1017461	4	83	$730	$35,000	$55,000
1017481	0	0	$530	$32,900	$65,000
1017483	1	0	$360	$27,820	$27,500
1017553	1	0	$660	$50,000	$95,000
1017781	0	0	$250	$92,600	$65,000
1017879	4	19	$370	$24,150	$75,000
1017992	0	0	$180	$21,200	$17,500
1018047	4	51	$1,200	$174,400	$450,000
1018067	3	0	$560	$65,500	$137,500
1018176	1	0	$600	$81,000	$45,000
1018352	1	0	$370	$29,500	$55,000
1018389	0	0	$280	$37,000	$55,000
1018510	1	0	$440	$37,900	$85,000
1018740	0	0	$300	$7,400	$17,500
1018794	4	45	$700	$60,300	$112,500
1018951	1	0	$450	$40,000	$32,500
1018990	4	7	$230	$61,500	$17,500
1019265	1	0	$1,000	$77,000	$162,500
1019267	1	0	$250	$20,000	$5,000
1019299	0	0	$400	$45,000	$85,000
1019554	1	0	$120	$23,860	$112,500
1019694	1	0	$250	$51,500	$37,500
1019788	1	0	$2,000	$292,500	$1,000,000
1019880	1	0	$460	$46,500	$45,000
1019896	1	0	$1,200	$28,000	$275,000
1019949	2	0	$780	$69,000	$95,000
1019986	1	0	$330	$24,600	$5,000
1020009	1	0	$200	$28,000	$55,000
1020024	1	0	$440	$45,000	$45,000
1020048	0	0	$240	$12,000	$17,500
1020256	1	0	$430	$1,700	$27,500
1020294	2	0	$900	$53,300	$112,500
1020308	0	0	$350	$41,500	$32,500
1020402	0	0	$600	$73,500	$137,500
1020451	0	0	$910	$37,700	$137,500
1020483	1	0	$630	$65,710	$162,500
1020562	2	0	$50	$31,070	$5,000
1020602	1	0	$330	$66,080	$32,500
1020604	1	0	$430	$6,300	$65,000
1020657	1	0	$820	$49,600	$1,000,000
1020706	1	0	$320	$45,300	$75,000
1020714	2	0	$500	$58,800	$45,000
1020724	1	0	$490	$62,340	$37,500
1020791	1	0	$330	$65,808	$55,000
1020796	0	0	$400	$27,100	$45,000
1020811	1	0	$310	$51,300	$85,000
1020848	1	0	$400	$17,950	$65,000
1020907	0	0	$580	$61,000	$95,000
1020970	1	0	$430	$79,100	$75,000
1021060	0	0	$150	$113,000	$112,500
1021209	1	0	$670	$16,600	$350,000
1021269	1	0	$470	$20,000	$95,000
1021274	0	0	$100	$18,600	$5,000
1021368	1	0	$430	$29,700	$37,500
1021439	1	0	$650	$23,000	$112,500
1021636	1	0	$200	$20,000	$12,500
1021721	1	0	$270	$62,300	$85,000
1021722	1	0	$450	$76,900	$22,500
1021726	0	0	$180	$41,100	$12,500
1021774	0	0	$290	$16,000	$5,000
1021802	1	0	$1,000	$59,800	$112,500
1022008	2	0	$750	$48,500	$112,500
1022090	1	0	$370	$58,000	$65,000
1022181	1	0	$700	$25,000	$65,000
1022241	1	0	$450	$55,880	$85,000
1022250	0	0	$480	$20,800	$65,000
1022296	1	0	$900	$57,300	$225,000
1022599	4	0	$440	$103,100	$85,000
1022687	1	0	$530	$43,300	$55,000
1022708	4	0	$490	$36,000	$65,000
1022761	2	37	$300	$36,000	$45,000
1022803	1	0	$620	$52,800	$112,500
1022904	4	179	$520	$16,000	$85,000
1023539	1	0	$400	$29,800	$17,500
1023743	1	0	$100	$17,900	$12,500
1023993	0	0	$720	$26,300	$137,500
1023994	4	37	$470	$24,500	$95,000
1024033	3	0	$1,300	$97,000	$275,000
1024050	4	0	$300	$10,700	$17,500
1024250	4	37	$690	$-960	$112,500
1024382	1	0	$270	$17,540	$45,000
1024495	3	157	$1,100	$59,600	$137,500
1024513	4	149	$1,100	$29,000	$137,500
1024629	4	179	$640	$60,000	$95,000
1024640	3	0	$550	$24,000	$95,000
1024793	0	0	$270	$16,000	$27,500
1024914	0	0	$480	$47,300	$55,000
1024983	1	0	$300	$25,800	$55,000
1025051	4	149	$1,200	$74,130	$112,500
1025112	1	0	$720	$8,700	$85,000
1025289	1	0	$330	$22,800	$37,500
1025363	4	125	$620	$71,200	$112,500
1025547	1	0	$260	$30,000	$75,000
1025724	1	0	$300	$65,000	$55,000
1025840	0	0	$350	$28,600	$45,000
1025890	2	157	$550	$48,000	$65,000
1025901	1	0	$520	$59,800	$112,500
1025930	3	0	$700	$24,000	$162,500
1025951	1	0	$500	$20,100	$55,000
1026046	3	0	$150	$6,800	$55,000
1026213	2	157	$1,500	$27,700	$275,000
1026803	3	0	$710	$60,000	$85,000
1026870	1	0	$380	$30,000	$45,000
1026904	2	0	$1,300	$101,300	$350,000
1027145	2	157	$190	$22,300	$45,000
1027410	4	125	$310	$23,000	$5,000
1027606	1	0	$360	$24,000	$32,500
1027688	1	0	$350	$5,000	$95,000
1027726	0	0	$890	$120,000	$112,500
1027786	2	0	$860	$35,000	$85,000
1027862	1	0	$350	$12,200	$27,500
1027927	2	0	$600	$1,130	$75,000
1027955	3	0	$450	$59,000	$112,500
1028011	4	179	$340	$16,300	$5,000
1028478	0	0	$250	$28,300	$27,500
1028490	0	0	$400	$14,000	$45,000
1028508	4	149	$750	$45,600	$65,000
1028565	1	0	$110	$6,000	$5,000
1028567	4	0	$630	$41,600	$75,000
1028571	4	0	$250	$65,040	$45,000
1028620	1	0	$340	$27,000	$37,500
1029066	1	0	$380	$38,120	$65,000
1029229	3	9	$290	$35,000	$32,500
1029299	3	0	$600	$34,000	$95,000
1029382	1	0	$270	$6,820	$32,500
1029451	3	157	$400	$27,900	$5,000
1029575	4	125	$480	$54,300	$137,500
1029713	1	0	$200	$15,000	$5,000
1029801	2	157	$800	$55,000	$162,500
1030010	1	0	$380	$11,600	$65,000
1030111	2	0	$950	$45,000	$162,500
1030118	1	0	$250	$40,300	$32,500
1030319	3	0	$1,500	$40,500	$350,000
1030402	1	0	$350	$22,300	$22,500
1030610	2	0	$930	$59,000	$137,500
1030619	1	0	$370	$50,800	$45,000
1030716	1	0	$290	$19,400	$12,500
1030778	1	0	$250	$28,000	$27,500
1030847	0	0	$450	$39,800	$95,000
1030874	1	0	$500	$11,500	$65,000
1030907	1	0	$350	$18,100	$55,000
1031005	0	0	$630	$43,000	$75,000
1031194	1	0	$410	$17,900	$55,000
1031227	2	0	$900	$64,530	$75,000
1031560	1	0	$250	$31,140	$22,500
1031615	0	0	$380	$38,000	$65,000
1031627	1	0	$390	$16,500	$112,500
1031928	1	0	$300	$32,830	$45,000
1032067	1	0	$490	$7,700	$55,000
1032179	3	0	$840	$25,000	$112,500
1032201	1	0	$350	$47,000	$37,500
1032258	0	0	$430	$18,800	$32,500
1032304	4	0	$400	$11,900	$225,000
1032362	3	157	$150	$8,300	$22,500
1032490	3	0	$700	$14,000	$137,500
1032695	4	125	$250	$6,600	$22,500
1032832	4	37	$550	$91,960	$112,500
1033032	1	0	$200	$13,500	$5,000
1033121	0	0	$260	$510	$12,500
1033197	0	0	$360	$17,880	$45,000
1033311	0	0	$340	$55,300	$65,000
1033770	0	0	$350	$36,000	$17,500
1033797	4	37	$500	$5,000	$85,000
1033848	4	125	$990	$60,000	$162,500
1033881	1	0	$250	$88,000	$187,500
1033957	2	157	$460	$21,370	$22,500
1034032	1	0	$470	$52,000	$55,000
1034245	2	157	$550	$105,360	$85,000
1034260	4	0	$700	$22,000	$65,000
1034275	1	0	$360	$34,500	$37,500
1034371	1	0	$280	$30,000	$32,500
1034494	1	0	$800	$80,004	$112,500
1034566	4	0	$630	$51,400	$65,000
1034638	1	0	$640	$13,200	$75,000
1034788	1	0	$400	$92,000	$112,500
1034835	3	0	$240	$40,900	$45,000
1034880	0	0	$700	$8,700	$55,000
1035017	1	0	$470	$22,000	$75,000
1035432	1	0	$400	$13,100	$45,000
1035448	1	0	$500	$13,930	$45,000
1035484	1	0	$400	$40,000	$112,500
1035493	4	179	$230	$30,000	$55,000
1035579	0	0	$320	$20,200	$17,500
1035829	1	0	$410	$9,700	$55,000
1035864	3	187	$800	$70,000	$137,500
1035973	3	0	$520	$51,500	$75,000
1036121	1	0	$180	$59,000	$45,000
1036451	4	0	$220	$9,800	$5,000
1036546	3	0	$500	$16,000	$22,500
1036986	1	0	$510	$23,600	$75,000
1037004	4	149	$400	$48,120	$112,500
1037019	1	0	$320	$81,000	$65,000
1037077	4	149	$950	$100,070	$137,500
1037103	0	0	$580	$53,000	$95,000
1037475	2	157	$550	$78,600	$55,000
1037617	3	0	$300	$53,900	$55,000
1038221	1	0	$540	$17,400	$75,000
1038256	1	0	$400	$5,690	$17,500
1038338	1	0	$230	$17,000	$12,500
1038366	1	0	$500	$800	$22,500
1038682	4	37	$300	$46,000	$12,500
1038703	3	157	$410	$14,700	$55,000
1038943	3	0	$760	$9,400	$85,000
1039076	4	0	$350	$8,046	$85,000
1039082	3	0	$310	$105,000	$225,000
1039101	1	0	$300	$56,250	$32,500
1039181	1	0	$350	$46,000	$45,000
1039569	0	0	$2,000	$71,100	$350,000
1039581	4	37	$500	$64,400	$85,000
1039776	4	37	$890	$44,000	$137,500
1039813	0	0	$150	$16,600	$5,000
1040074	1	0	$280	$13,700	$22,500
1040241	4	179	$1,400	$102,000	$350,000
1040307	3	0	$860	$45,710	$187,500
1040630	3	0	$700	$72,600	$162,500
1040662	3	0	$1,100	$47,500	$162,500
1040697	1	0	$300	$11,800	$22,500
1040747	3	0	$50	$124,500	$275,000
1040860	1	0	$680	$15,200	$112,500
1040919	3	9	$400	$31,200	$85,000
1040932	4	149	$700	$60,800	$225,000
1040944	2	0	$250	$6,300	$95,000
1041110	2	157	$700	$40,300	$85,000
1041458	1	0	$210	$5,960	$5,000
1041484	3	157	$4,600	$181,450	$350,000
1041673	2	157	$570	$46,000	$85,000
1041990	3	9	$500	$15,000	$75,000
1041996	2	157	$1,100	$62,400	$112,500
1042010	4	0	$450	$33,600	$85,000
1042280	1	0	$250	$80,000	$225,000
1042327	2	157	$1,200	$1,500	$137,500
1042454	1	0	$400	$31,700	$37,500
1042489	4	0	$390	$47,500	$75,000
1042600	0	0	$600	$65,300	$450,000
1042609	0	0	$550	$59,000	$65,000
1042825	3	0	$300	$11,190	$37,500
1042921	3	157	$270	$45,000	$17,500
